file,width,height,pixels,min,p01,p05,median,mean,p95,p99,max,std,exact_mode,exact_mode_count,exact_mode_share,kde_mode,channels,format
test1-buffer-a.exr,800,450,360000,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.46154534114135637,0.520382735133171,0.5429992359876634,0.549996018409729,0.0229442653492814,0.44999998807907104,221524,0.6153444444444445,0.45019567502688057,"B,G,R","uncompressed scanline OpenEXR, FLOAT channels"
test2-buffer-a.exr,800,450,360000,0.44773098826408386,0.45001816749572754,0.4509763404726982,0.4620347172021866,0.47418360591505965,0.5272752285003662,0.551850455403328,0.5627516508102417,0.02560028719781922,0.44999998807907104,1163,0.0032305555555555555,0.4551589371173582,"B,G,R","uncompressed scanline OpenEXR, FLOAT channels"
test3-buffer-a.exr,800,450,360000,0.38778921961784363,0.3922441166639328,0.40033250898122785,0.4502153694629669,0.4918276984916793,0.7460207700729367,0.8608610433340074,0.8950924277305603,0.10031504274912775,0.44999998807907104,66551,0.18486388888888888,0.45033345075502784,"B,G,R","uncompressed scanline OpenEXR, FLOAT channels"
test4-buffer-a.exr,800,450,360000,0.44248294830322266,0.44476695984601977,0.4492308184504509,0.46687209606170654,0.4892907235678699,0.6215771257877349,0.6798647141456604,0.696652352809906,0.05245981364701027,0.44999998807907104,2409,0.006691666666666667,0.46387098038499835,"B,G,R","uncompressed scanline OpenEXR, FLOAT channels"
