year,commodity,tons_per_gdppc,unit_value_nominal,gdppc
1959,2017-cesiu,0.001320627802690583,2230000.0,2945.0
1960,2017-cesiu,0.0025218487394957985,1190000.0,3001.0
1961,2017-cesiu,0.003686746987951807,830000.0,3060.0
1962,2017-cesiu,0.0039,830000.0,3237.0
1963,2017-cesiu,0.006475,520000.0,3367.0
1964,2017-cesiu,0.006857692307692308,520000.0,3566.0
1965,2017-cesiu,0.00658448275862069,580000.0,3819.0
1966,2017-cesiu,0.007132758620689655,580000.0,4137.0
1967,2017-cesiu,0.007460344827586207,580000.0,4327.0
1968,2017-cesiu,0.008079310344827586,580000.0,4686.0
1969,2017-cesiu,0.009651923076923077,520000.0,5019.0
1970,2017-cesiu,0.010063461538461538,520000.0,5233.0
1971,2017-cesiu,0.010786538461538462,520000.0,5609.0
1972,2017-cesiu,0.011717307692307692,520000.0,6093.0
1973,2017-cesiu,0.012932692307692308,520000.0,6725.0
1974,2017-cesiu,0.013892307692307692,520000.0,7224.0
1975,2017-cesiu,0.015001923076923078,520000.0,7801.0
1976,2017-cesiu,0.01651923076923077,520000.0,8590.0
1977,2017-cesiu,0.014318181818181818,660000.0,9450.0
1978,2017-cesiu,0.01821206896551724,580000.0,10563.0
1979,2017-cesiu,0.023344,500000.0,11672.0
1980,2017-cesiu,0.025094,500000.0,12547.0
1981,2017-cesiu,0.027886,500000.0,13943.0
1982,2017-cesiu,0.021816666666666668,660000.0,14399.0
1983,2017-cesiu,0.023496969696969697,660000.0,15508.0
1984,2017-cesiu,0.02587878787878788,660000.0,17080.0
1985,2017-cesiu,0.025266666666666666,720000.0,18192.0
1986,2017-cesiu,0.02642777777777778,720000.0,19028.0
1987,2017-cesiu,0.030292424242424242,660000.0,19993.0
1988,2017-cesiu,0.03237575757575758,660000.0,21368.0
1989,2017-cesiu,0.03305072463768116,690000.0,22805.0
1990,2017-cesiu,0.034543478260869565,690000.0,23835.0
1991,2017-cesiu,0.035202898550724636,690000.0,24290.0
1992,2017-cesiu,0.0006591948051948052,38500000.0,25379.0
1993,2017-cesiu,0.0006844155844155845,38500000.0,26350.0
1994,2017-cesiu,0.0007184415584415584,38500000.0,27660.0
1995,2017-cesiu,0.0007024019607843137,40800000.0,28658.0
1996,2017-cesiu,0.0007336274509803922,40800000.0,29932.0
1997,2017-cesiu,0.0007190846681922197,43700000.0,31424.0
1998,2017-cesiu,0.0005184518167456557,63300000.0,32818.0
1999,2017-cesiu,0.0005447077409162718,63300000.0,34480.0
2000,2017-cesiu,0.0005734597156398104,63300000.0,36300.0
2001,2017-cesiu,0.000742,50000000.0,37100.0
2002,2017-cesiu,0.00075908,50000000.0,37954.0
2003,2017-cesiu,0.0007580769230769231,52000000.0,39420.0
2004,2017-cesiu,0.000767219152854512,54300000.0,41660.0
2005,2017-cesiu,0.0008112707182320442,54300000.0,44052.0
2006,2017-cesiu,0.0008270840787119857,55900000.0,46234.0
2007,2017-cesiu,0.0008582468694096602,55900000.0,47976.0
2008,2017-cesiu,0.0008304452054794521,58400000.0,48498.0
2009,2017-cesiu,0.0007503662420382165,62800000.0,47123.0
2010,2017-cesiu,0.00075890625,64000000.0,48570.0
2011,2017-cesiu,0.0007579969650986343,65900000.0,49952.0
2012,2017-cesiu,0.000757258064516129,68200000.0,51645.0
2013,2017-cesiu,0.0007540368271954674,70600000.0,53235.0
2014,2017-cesiu,0.000750599455040872,73400000.0,55094.0
2015,2017-cesiu,0.0007434162303664922,76400000.0,56797.0
2016,2017-cesiu,0.00076225,76000000.0,57931.0
2017,2017-cesiu,0.0007624142312579415,78700000.0,60002.0
1932,2017-quart,0.9388560157790927,507.0,476.0
1933,2017-quart,1.8801652892561984,242.0,455.0
1934,2017-quart,0.7951807228915663,664.0,528.0
1935,2017-quart,1.0979284369114877,531.0,583.0
1936,2017-quart,0.708779443254818,934.0,662.0
1937,2017-quart,0.17290167865707434,4170.0,721.0
1938,2017-quart,0.11810193321616871,5690.0,672.0
1939,2017-quart,0.156359649122807,4560.0,713.0
1940,2017-quart,0.16898047722342732,4610.0,779.0
1941,2017-quart,0.19457831325301206,4980.0,969.0
1942,2017-quart,0.15141451414514145,8130.0,1231.0
1943,2017-quart,0.198,7500.0,1485.0
1944,2017-quart,0.13982758620689656,11600.0,1622.0
1945,2017-quart,0.15815533980582525,10300.0,1629.0
1946,2017-quart,0.0678902953586498,23700.0,1609.0
1947,2017-quart,0.11702702702702703,14800.0,1732.0
1948,2017-quart,0.24729194187582562,7570.0,1872.0
1949,2017-quart,0.1739047619047619,10500.0,1826.0
1950,2017-quart,0.27496522948539637,7190.0,1977.0
1951,2017-quart,0.42018691588785045,5350.0,2248.0
1952,2017-quart,0.3867768595041322,6050.0,2340.0
1953,2017-quart,0.5530612244897959,4410.0,2439.0
1954,2017-quart,0.03185430463576159,75500.0,2405.0
1955,2017-quart,0.06483627204030226,39700.0,2574.0
1956,2017-quart,0.06727959697732998,39700.0,2671.0
1957,2017-quart,0.06972292191435768,39700.0,2768.0
1958,2017-quart,0.06772058823529412,40800.0,2763.0
1959,2017-quart,0.0721813725490196,40800.0,2945.0
1960,2017-quart,0.07355392156862745,40800.0,3001.0
1961,2017-quart,0.075,40800.0,3060.0
1962,2017-quart,0.07933823529411765,40800.0,3237.0
1963,2017-quart,0.08252450980392156,40800.0,3367.0
1964,2017-quart,0.08740196078431373,40800.0,3566.0
1965,2017-quart,0.09360294117647058,40800.0,3819.0
1966,2017-quart,0.10139705882352941,40800.0,4137.0
1967,2017-quart,0.07658407079646018,56500.0,4327.0
1968,2017-quart,0.08235500878734622,56900.0,4686.0
1969,2017-quart,0.08930604982206405,56200.0,5019.0
1970,2017-quart,0.06804941482444733,76900.0,5233.0
1971,2017-quart,0.10161231884057971,55200.0,5609.0
1972,2017-quart,0.10746031746031746,56700.0,6093.0
1973,2017-quart,0.11881625441696113,56600.0,6725.0
1974,2017-quart,0.1274074074074074,56700.0,7224.0
1975,2017-quart,0.13710017574692443,56900.0,7801.0
1976,2017-quart,0.06049295774647887,142000.0,8590.0
1977,2017-quart,0.12434210526315789,76000.0,9450.0
1978,2017-quart,0.09965094339622642,106000.0,10563.0
1979,2017-quart,0.14028846153846153,83200.0,11672.0
1980,2017-quart,0.025398785425101215,494000.0,12547.0
1981,2017-quart,0.1625058275058275,85800.0,13943.0
1982,2017-quart,0.07618518518518519,189000.0,14399.0
1983,2017-quart,0.12816528925619836,121000.0,15508.0
1984,2017-quart,0.14233333333333334,120000.0,17080.0
1985,2017-quart,0.08422222222222223,216000.0,18192.0
1986,2017-quart,0.10512707182320442,181000.0,19028.0
1987,2017-quart,0.11490229885057471,174000.0,19993.0
1988,2017-quart,0.12795209580838324,167000.0,21368.0
1989,2017-quart,0.16892592592592592,135000.0,22805.0
1990,2017-quart,0.29031668696711327,82100.0,23835.0
1991,2017-quart,0.22081818181818183,110000.0,24290.0
1992,2017-quart,0.2758586956521739,92000.0,25379.0
1993,2017-quart,0.13512820512820511,195000.0,26350.0
1994,2017-quart,0.11153225806451612,248000.0,27660.0
1995,2017-quart,0.08631927710843373,332000.0,28658.0
1996,2017-quart,0.06802727272727273,440000.0,29932.0
1997,2017-quart,0.10235830618892508,307000.0,31424.0
1998,2017-quart,0.11847653429602888,277000.0,32818.0
1942,2017-thall,0.05595454545454545,22000.0,1231.0
1943,2017-thall,0.0675,22000.0,1485.0
1944,2017-thall,0.06674897119341563,24300.0,1622.0
1945,2017-thall,0.059021739130434785,27600.0,1629.0
1946,2017-thall,0.05207119741100324,30900.0,1609.0
1947,2017-thall,0.0436272040302267,39700.0,1732.0
1948,2017-thall,0.0565558912386707,33100.0,1872.0
1949,2017-thall,0.05909385113268609,30900.0,1826.0
1950,2017-thall,0.07163043478260869,27600.0,1977.0
1951,2017-thall,0.08144927536231884,27600.0,2248.0
1952,2017-thall,0.08478260869565217,27600.0,2340.0
1953,2017-thall,0.08836956521739131,27600.0,2439.0
1954,2017-thall,0.08713768115942029,27600.0,2405.0
1955,2017-thall,0.0932608695652174,27600.0,2574.0
1956,2017-thall,0.09677536231884058,27600.0,2671.0
1957,2017-thall,0.10028985507246377,27600.0,2768.0
1958,2017-thall,0.16745454545454547,16500.0,2763.0
1959,2017-thall,0.1784848484848485,16500.0,2945.0
1960,2017-thall,0.1818787878787879,16500.0,3001.0
1961,2017-thall,0.18545454545454546,16500.0,3060.0
1962,2017-thall,0.19618181818181818,16500.0,3237.0
1963,2017-thall,0.20406060606060605,16500.0,3367.0
1964,2017-thall,0.21612121212121213,16500.0,3566.0
1965,2017-thall,0.23145454545454547,16500.0,3819.0
1966,2017-thall,0.25072727272727274,16500.0,4137.0
1967,2017-thall,0.2622424242424242,16500.0,4327.0
1968,2017-thall,0.284,16500.0,4686.0
1969,2017-thall,0.30418181818181816,16500.0,5019.0
1970,2017-thall,0.31715151515151513,16500.0,5233.0
1971,2017-thall,0.33993939393939393,16500.0,5609.0
1972,2017-thall,0.36927272727272725,16500.0,6093.0
1973,2017-thall,0.4075757575757576,16500.0,6725.0
1974,2017-thall,0.43781818181818183,16500.0,7224.0
1975,2017-thall,0.4727878787878788,16500.0,7801.0
1976,2017-thall,0.5206060606060606,16500.0,8590.0
1977,2017-thall,0.5727272727272728,16500.0,9450.0
1978,2017-thall,0.6401818181818182,16500.0,10563.0
1979,2017-thall,0.7073939393939394,16500.0,11672.0
1980,2017-thall,0.7604242424242424,16500.0,12547.0
1981,2017-thall,0.15808390022675736,88200.0,13943.0
1982,2017-thall,0.16325396825396826,88200.0,14399.0
1983,2017-thall,0.17582766439909298,88200.0,15508.0
1984,2017-thall,0.22124352331606217,77200.0,17080.0
1985,2017-thall,0.20625850340136054,88200.0,18192.0
1986,2017-thall,0.21573696145124716,88200.0,19028.0
1987,2017-thall,0.15146212121212121,132000.0,19993.0
1988,2017-thall,0.12140909090909091,176000.0,21368.0
1989,2017-thall,0.041388384754990924,551000.0,22805.0
1990,2017-thall,0.040813356164383564,584000.0,23835.0
1991,2017-thall,0.03936790923824959,617000.0,24290.0
1992,2017-thall,0.03383866666666667,750000.0,25379.0
1993,2017-thall,0.03318639798488665,794000.0,26350.0
1994,2017-thall,0.02917721518987342,948000.0,27660.0
1995,2017-thall,0.026052727272727273,1100000.0,28658.0
1996,2017-thall,0.024943333333333335,1200000.0,29932.0
1997,2017-thall,0.02455,1280000.0,31424.0
1998,2017-thall,0.0256390625,1280000.0,32818.0
1999,2017-thall,0.026523076923076924,1300000.0,34480.0
2000,2017-thall,0.027923076923076922,1300000.0,36300.0
2001,2017-thall,0.028538461538461537,1300000.0,37100.0
2002,2017-thall,0.0303632,1250000.0,37954.0
2003,2017-thall,0.03032307692307692,1300000.0,39420.0
2004,2017-thall,0.0260375,1600000.0,41660.0
2005,2017-thall,0.023185263157894737,1900000.0,44052.0
2006,2017-thall,0.009942795698924731,4650000.0,46234.0
2007,2017-thall,0.010521052631578947,4560000.0,47976.0
2008,2017-thall,0.009897551020408164,4900000.0,48498.0
2009,2017-thall,0.00826719298245614,5700000.0,47123.0
2010,2017-thall,0.008190556492411467,5930000.0,48570.0
2011,2017-thall,0.008325333333333334,6000000.0,49952.0
2012,2017-thall,0.007594852941176471,6800000.0,51645.0
2013,2017-thall,0.00761587982832618,6990000.0,53235.0
2014,2017-thall,0.007651944444444445,7200000.0,55094.0
2015,2017-thall,0.00767527027027027,7400000.0,56797.0
2016,2017-thall,0.007828513513513513,7400000.0,57931.0
2017,2017-thall,0.014286190476190477,4200000.0,60002.0
1929,abran,24.23728813559322,35.4,858.0
1930,abran,23.821656050955415,31.4,748.0
1931,abran,24.24124513618677,25.7,623.0
1932,abran,17.0,28.0,476.0
1933,abran,16.666666666666668,27.3,455.0
1934,abran,16.65615141955836,31.7,528.0
1935,abran,19.897610921501705,29.3,583.0
1936,abran,21.423948220064727,30.9,662.0
1937,abran,23.795379537953796,30.3,721.0
1938,abran,19.31034482758621,34.8,672.0
1939,abran,22.563291139240505,31.6,713.0
1940,abran,33.433476394849784,23.3,779.0
1941,abran,43.25892857142858,22.4,969.0
1942,abran,54.955357142857146,22.4,1231.0
1943,abran,68.11926605504587,21.8,1485.0
1944,abran,72.41071428571429,22.4,1622.0
1945,abran,67.875,24.0,1629.0
1946,abran,62.60700389105059,25.7,1609.0
1947,abran,61.857142857142854,28.0,1732.0
1948,abran,54.104046242774565,34.6,1872.0
1949,abran,49.485094850948514,36.9,1826.0
1950,abran,50.82262210796915,38.9,1977.0
1951,abran,54.96332518337409,40.9,2248.0
1952,abran,60.30927835051547,38.8,2340.0
1953,abran,57.65957446808511,42.3,2439.0
1954,abran,56.72169811320755,42.4,2405.0
1955,abran,56.44736842105263,45.6,2574.0
1956,abran,54.28861788617886,49.2,2671.0
1957,abran,59.271948608137045,46.7,2768.0
1958,abran,54.93041749502982,50.3,2763.0
1959,abran,52.40213523131672,56.2,2945.0
1960,abran,53.685152057245084,55.9,3001.0
1961,abran,55.43478260869565,55.2,3060.0
1962,abran,58.219424460431654,55.6,3237.0
1963,abran,74.82222222222222,45.0,3367.0
1964,abran,77.86026200873363,45.8,3566.0
1965,abran,82.66233766233766,46.2,3819.0
1966,abran,84.60122699386503,48.9,4137.0
1967,abran,85.51383399209486,50.6,4327.0
1968,abran,96.61855670103093,48.5,4686.0
1969,abran,107.7038626609442,46.6,5019.0
1970,abran,109.93697478991596,47.6,5233.0
1971,abran,97.88830715532286,57.3,5609.0
1972,abran,127.20250521920669,47.9,6093.0
1973,abran,140.39665970772444,47.9,6725.0
1974,abran,133.0386740331492,54.3,7224.0
1975,abran,135.90592334494775,57.4,7801.0
1976,abran,156.46630236794172,54.9,8590.0
1977,abran,164.34782608695653,57.5,9450.0
1978,abran,174.88410596026492,60.4,10563.0
1979,abran,188.8673139158576,61.8,11672.0
1980,abran,174.50625869262865,71.9,12547.0
1981,abran,157.01576576576576,88.8,13943.0
1982,abran,160.88268156424581,89.5,14399.0
1983,abran,150.5631067961165,103.0,15508.0
1984,abran,148.52173913043478,115.0,17080.0
1985,abran,170.01869158878506,107.0,18192.0
1986,abran,151.015873015873,126.0,19028.0
1987,abran,145.93430656934308,137.0,19993.0
1988,abran,152.62857142857143,140.0,21368.0
1989,abran,165.2536231884058,138.0,22805.0
1990,abran,139.3859649122807,171.0,23835.0
1991,abran,135.69832402234636,179.0,24290.0
1992,abran,137.92934782608697,184.0,25379.0
1993,abran,132.41206030150755,199.0,26350.0
1994,abran,206.4179104477612,134.0,27660.0
1995,abran,213.86567164179104,134.0,28658.0
1996,abran,129.57575757575756,231.0,29932.0
1997,abran,154.79802955665025,203.0,31424.0
1998,abran,154.07511737089203,213.0,32818.0
1999,abran,144.87394957983193,238.0,34480.0
2000,abran,164.25339366515837,221.0,36300.0
2001,abran,148.99598393574297,249.0,37100.0
2002,abran,151.816,250.0,37954.0
2003,abran,152.7906976744186,258.0,39420.0
2004,abran,201.256038647343,207.0,41660.0
2005,abran,212.81159420289856,207.0,44052.0
2006,abran,191.0495867768595,242.0,46234.0
2007,abran,251.18324607329842,191.0,47976.0
2008,abran,375.95348837209303,129.0,48498.0
2009,abran,228.75242718446603,206.0,47123.0
2010,abran,266.86813186813185,182.0,48570.0
2011,abran,223.0,224.0,49952.0
2012,abran,328.9490445859873,157.0,51645.0
2013,abran,332.71875,160.0,53235.0
2014,abran,263.60765550239233,209.0,55094.0
1929,abrasives-manufactured,9.127659574468085,94.0,858.0
1930,abrasives-manufactured,8.130434782608695,92.0,748.0
1931,abrasives-manufactured,6.422680412371134,97.0,623.0
1932,abrasives-manufactured,5.804878048780488,82.0,476.0
1933,abrasives-manufactured,4.945652173913044,92.0,455.0
1934,abrasives-manufactured,6.0,88.0,528.0
1935,abrasives-manufactured,7.024096385542169,83.0,583.0
1936,abrasives-manufactured,10.184615384615384,65.0,662.0
1937,abrasives-manufactured,11.265625,64.0,721.0
1938,abrasives-manufactured,10.181818181818182,66.0,672.0
1939,abrasives-manufactured,11.688524590163935,61.0,713.0
1940,abrasives-manufactured,12.564516129032258,62.0,779.0
1941,abrasives-manufactured,14.907692307692308,65.0,969.0
1942,abrasives-manufactured,16.863013698630137,73.0,1231.0
1943,abrasives-manufactured,21.214285714285715,70.0,1485.0
1944,abrasives-manufactured,22.845070422535212,71.0,1622.0
1945,abrasives-manufactured,23.608695652173914,69.0,1629.0
1946,abrasives-manufactured,22.041095890410958,73.0,1609.0
1947,abrasives-manufactured,21.121951219512194,82.0,1732.0
1948,abrasives-manufactured,19.705263157894738,95.0,1872.0
1949,abrasives-manufactured,20.75,88.0,1826.0
1950,abrasives-manufactured,20.1734693877551,98.0,1977.0
1951,abrasives-manufactured,19.213675213675213,117.0,2248.0
1952,abrasives-manufactured,19.18032786885246,122.0,2340.0
1953,abrasives-manufactured,20.66949152542373,118.0,2439.0
1954,abrasives-manufactured,19.876033057851238,121.0,2405.0
1955,abrasives-manufactured,19.64885496183206,131.0,2574.0
1956,abrasives-manufactured,18.809859154929576,142.0,2671.0
1957,abrasives-manufactured,18.57718120805369,149.0,2768.0
1958,abrasives-manufactured,17.161490683229815,161.0,2763.0
1959,abrasives-manufactured,17.740963855421686,166.0,2945.0
1960,abrasives-manufactured,18.63975155279503,161.0,3001.0
1961,abrasives-manufactured,18.773006134969325,163.0,3060.0
1962,abrasives-manufactured,20.75,156.0,3237.0
1963,abrasives-manufactured,21.72258064516129,155.0,3367.0
1964,abrasives-manufactured,23.460526315789473,152.0,3566.0
1965,abrasives-manufactured,24.7987012987013,154.0,3819.0
1966,abrasives-manufactured,27.58,150.0,4137.0
1967,abrasives-manufactured,27.04375,160.0,4327.0
1968,abrasives-manufactured,27.892857142857142,168.0,4686.0
1969,abrasives-manufactured,29.875,168.0,5019.0
1970,abrasives-manufactured,30.964497041420117,169.0,5233.0
1971,abrasives-manufactured,30.318918918918918,185.0,5609.0
1972,abrasives-manufactured,34.817142857142855,175.0,6093.0
1973,abrasives-manufactured,36.155913978494624,186.0,6725.0
1974,abrasives-manufactured,27.260377358490565,265.0,7224.0
1975,abrasives-manufactured,26.35472972972973,296.0,7801.0
1976,abrasives-manufactured,27.44408945686901,313.0,8590.0
1977,abrasives-manufactured,29.439252336448597,321.0,9450.0
1978,abrasives-manufactured,30.617391304347827,345.0,10563.0
1979,abrasives-manufactured,32.78651685393258,356.0,11672.0
1980,abrasives-manufactured,32.254498714652954,389.0,12547.0
1981,abrasives-manufactured,32.96217494089834,423.0,13943.0
1982,abrasives-manufactured,32.57692307692308,442.0,14399.0
1983,abrasives-manufactured,35.085972850678736,442.0,15508.0
1984,abrasives-manufactured,40.4739336492891,422.0,17080.0
1985,abrasives-manufactured,45.93939393939394,396.0,18192.0
1986,abrasives-manufactured,47.92947103274559,397.0,19028.0
1987,abrasives-manufactured,55.07713498622589,363.0,19993.0
1988,abrasives-manufactured,55.5012987012987,385.0,21368.0
1989,abrasives-manufactured,53.65882352941176,425.0,22805.0
1990,abrasives-manufactured,55.55944055944056,429.0,23835.0
1991,abrasives-manufactured,56.48837209302326,430.0,24290.0
1992,abrasives-manufactured,57.94292237442922,438.0,25379.0
1993,abrasives-manufactured,62.589073634204276,421.0,26350.0
1994,abrasives-manufactured,64.77751756440281,427.0,27660.0
1995,abrasives-manufactured,66.33796296296296,432.0,28658.0
1996,abrasives-manufactured,64.23175965665236,466.0,29932.0
1997,abrasives-manufactured,65.33056133056132,481.0,31424.0
1998,abrasives-manufactured,67.94616977225672,483.0,32818.0
1999,abrasives-manufactured,72.74261603375527,474.0,34480.0
2000,abrasives-manufactured,81.20805369127517,447.0,36300.0
2001,abrasives-manufactured,82.62806236080178,449.0,37100.0
2002,abrasives-manufactured,83.23245614035088,456.0,37954.0
2003,abrasives-manufactured,85.14038876889849,463.0,39420.0
2004,abrasives-manufactured,86.61122661122661,481.0,41660.0
2005,abrasives-manufactured,89.90204081632653,490.0,44052.0
2006,abrasives-manufactured,88.74088291746641,521.0,46234.0
2007,abrasives-manufactured,95.24000416243086,503.73790322580646,47976.0
2008,abrasives-manufactured,90.14498141263941,538.0,48498.0
2009,abrasives-manufactured,88.33842796996487,533.4371584699453,47123.0
2010,abrasives-manufactured,88.95604395604396,546.0,48570.0
2011,abrasives-manufactured,89.35957066189624,559.0,49952.0
2012,abrasives-manufactured,96.3526119402985,536.0,51645.0
2013,abrasives-manufactured,107.9817444219067,493.0,53235.0
2014,abrasives-manufactured,103.95094339622642,530.0,55094.0
2015,abrasives-manufactured,105.96455223880596,536.0,56797.0
2016,abrasives-manufactured,87.90743550834598,659.0,57931.0
2017,abrasives-manufactured,90.77458396369137,661.0,60002.0
2018,abrasives-manufactured,100.68108974358974,624.0,62825.0
2019,abrasives-manufactured,102.14890282131661,638.0,65171.0
2020,abrasives-manufactured,99.71207430340557,646.0,64414.0
2021,abrasives-manufactured,89.75345911949685,795.0,71354.0
2022,abrasives-manufactured,97.52315394242804,799.0,77921.0
1929,aluminum,1.6007462686567164,536.0,858.0
1930,aluminum,1.4247619047619047,525.0,748.0
1931,aluminum,1.2120622568093384,514.0,623.0
1932,aluminum,0.9260700389105059,514.0,476.0
1933,aluminum,0.8852140077821011,514.0,455.0
1934,aluminum,1.0232558139534884,516.0,528.0
1935,aluminum,1.3219954648526078,441.0,583.0
1936,aluminum,1.4646017699115044,452.0,662.0
1937,aluminum,1.642369020501139,439.0,721.0
1938,aluminum,1.5238095238095237,441.0,672.0
1939,aluminum,1.616780045351474,441.0,713.0
1940,aluminum,1.8907766990291262,412.0,779.0
1941,aluminum,2.662087912087912,364.0,969.0
1942,aluminum,3.719033232628399,331.0,1231.0
1943,aluminum,4.486404833836858,331.0,1485.0
1944,aluminum,4.900302114803625,331.0,1622.0
1945,aluminum,4.921450151057402,331.0,1629.0
1946,aluminum,4.861027190332326,331.0,1609.0
1947,aluminum,5.232628398791541,331.0,1732.0
1948,aluminum,5.410404624277457,346.0,1872.0
1949,aluminum,4.8693333333333335,375.0,1826.0
1950,aluminum,5.069230769230769,390.0,1977.0
1951,aluminum,5.365155131264917,419.0,2248.0
1952,aluminum,5.4672897196261685,428.0,2340.0
1953,aluminum,5.290672451193059,461.0,2439.0
1954,aluminum,5.0,481.0,2405.0
1955,aluminum,4.931034482758621,522.0,2574.0
1956,aluminum,5.049149338374291,529.0,2671.0
1957,aluminum,4.942857142857143,560.0,2768.0
1958,aluminum,5.051188299817184,547.0,2763.0
1959,aluminum,5.4036697247706424,545.0,2945.0
1960,aluminum,5.237347294938918,573.0,3001.0
1961,aluminum,5.444839857651245,562.0,3060.0
1962,aluminum,6.142314990512334,527.0,3237.0
1963,aluminum,6.761044176706827,498.0,3367.0
1964,aluminum,6.831417624521073,522.0,3566.0
1965,aluminum,7.072222222222222,540.0,3819.0
1966,aluminum,7.661111111111111,540.0,4137.0
1967,aluminum,7.852994555353902,551.0,4327.0
1968,aluminum,8.308510638297872,564.0,4686.0
1969,aluminum,8.365,600.0,5019.0
1970,aluminum,8.26698262243286,633.0,5233.0
1971,aluminum,8.777777777777779,639.0,5609.0
1972,aluminum,11.058076225045372,551.0,6093.0
1973,aluminum,11.554982817869416,582.0,6725.0
1974,aluminum,7.604210526315789,950.0,7224.0
1975,aluminum,10.170795306388527,767.0,7801.0
1976,aluminum,9.460352422907489,908.0,8590.0
1977,aluminum,9.0,1050.0,9450.0
1978,aluminum,9.43125,1120.0,10563.0
1979,aluminum,7.482051282051282,1560.0,11672.0
1980,aluminum,7.468452380952381,1680.0,12547.0
1981,aluminum,10.562878787878788,1320.0,13943.0
1982,aluminum,13.979611650485436,1030.0,14399.0
1983,aluminum,10.270198675496689,1510.0,15508.0
1984,aluminum,12.651851851851852,1350.0,17080.0
1985,aluminum,16.844444444444445,1080.0,18192.0
1986,aluminum,15.469918699186993,1230.0,19028.0
1987,aluminum,12.574213836477988,1590.0,19993.0
1988,aluminum,8.793415637860083,2430.0,21368.0
1989,aluminum,11.755154639175258,1940.0,22805.0
1990,aluminum,14.622699386503067,1630.0,23835.0
1991,aluminum,18.541984732824428,1310.0,24290.0
1992,aluminum,19.983464566929133,1270.0,25379.0
1993,aluminum,22.33050847457627,1180.0,26350.0
1994,aluminum,17.61783439490446,1570.0,27660.0
1995,aluminum,15.162962962962963,1890.0,28658.0
1996,aluminum,19.064968152866243,1570.0,29932.0
1997,aluminum,18.48470588235294,1700.0,31424.0
1998,aluminum,22.790277777777778,1440.0,32818.0
1999,aluminum,23.779310344827586,1450.0,34480.0
2000,aluminum,22.134146341463413,1640.0,36300.0
2001,aluminum,24.407894736842106,1520.0,37100.0
2002,aluminum,26.54125874125874,1430.0,37954.0
2003,aluminum,26.28,1500.0,39420.0
2004,aluminum,22.518918918918917,1850.0,41660.0
2005,aluminum,21.916417910447763,2010.0,44052.0
2006,aluminum,17.251492537313432,2680.0,46234.0
2007,aluminum,17.834944237918215,2690.0,47976.0
2008,aluminum,18.23233082706767,2660.0,48498.0
2009,aluminum,26.92742857142857,1750.0,47123.0
2010,aluminum,21.117391304347827,2300.0,48570.0
2011,aluminum,19.5125,2560.0,49952.0
2012,aluminum,23.159192825112108,2230.0,51645.0
2013,aluminum,25.59375,2080.0,53235.0
2014,aluminum,23.95391304347826,2300.0,55094.0
2015,aluminum,29.27680412371134,1940.0,56797.0
2016,aluminum,32.72937853107344,1770.0,57931.0
2017,aluminum,27.65069124423963,2170.0,60002.0
2018,aluminum,24.83201581027668,2530.0,62825.0
2019,aluminum,29.758447488584476,2190.0,65171.0
2020,aluminum,32.53232323232323,1980.0,64414.0
2021,aluminum,23.394754098360657,3050.0,71354.0
1929,antimony,4.355329949238579,197.0,858.0
1930,antimony,4.42603550295858,169.0,748.0
1931,antimony,4.20945945945946,148.0,623.0
1932,antimony,3.838709677419355,124.0,476.0
1933,antimony,3.1597222222222223,144.0,455.0
1934,antimony,2.6802030456852792,197.0,528.0
1935,antimony,1.9052287581699345,306.0,583.0
1936,antimony,2.4428044280442807,271.0,662.0
1937,antimony,2.1205882352941177,340.0,721.0
1938,antimony,2.4615384615384617,273.0,672.0
1939,antimony,2.6117216117216118,273.0,713.0
1940,antimony,2.5210355987055015,309.0,779.0
1941,antimony,3.1359223300970873,309.0,969.0
1942,antimony,3.578488372093023,344.0,1231.0
1943,antimony,4.230769230769231,351.0,1485.0
1944,antimony,4.660919540229885,348.0,1622.0
1945,antimony,4.681034482758621,348.0,1629.0
1946,antimony,4.223097112860892,381.0,1609.0
1947,antimony,2.3437077131258457,739.0,1732.0
1948,antimony,2.3139678615574786,809.0,1872.0
1949,antimony,2.1406799531066825,853.0,1826.0
1950,antimony,3.050925925925926,648.0,1977.0
1951,antimony,2.308008213552361,974.0,2248.0
1952,antimony,2.526997840172786,926.0,2340.0
1953,antimony,3.0834386852085967,791.0,2439.0
1954,antimony,3.5788690476190474,672.0,2405.0
1955,antimony,3.6253521126760564,710.0,2574.0
1956,antimony,3.459844559585492,772.0,2671.0
1957,antimony,3.5762273901808785,774.0,2768.0
1958,antimony,3.94151212553495,701.0,2763.0
1959,antimony,4.268115942028985,690.0,2945.0
1960,antimony,4.34927536231884,690.0,3001.0
1961,antimony,4.096385542168675,747.0,3060.0
1962,antimony,4.220338983050848,767.0,3237.0
1963,antimony,4.389830508474576,767.0,3367.0
1964,antimony,3.8344086021505377,930.0,3566.0
1965,antimony,3.781188118811881,1010.0,3819.0
1966,antimony,4.096039603960396,1010.0,4137.0
1967,antimony,4.284158415841584,1010.0,4327.0
1968,antimony,4.639603960396039,1010.0,4686.0
1969,antimony,3.951968503937008,1270.0,5019.0
1970,antimony,1.650788643533123,3170.0,5233.0
1971,antimony,3.572611464968153,1570.0,5609.0
1972,antimony,4.686923076923077,1300.0,6093.0
1973,antimony,4.453642384105961,1510.0,6725.0
1974,antimony,1.801496259351621,4010.0,7224.0
