#,Song Title,Saga,Video Title,Artist,Views,Likes,Comments,Duration,Uploaded Date,link
31,Not Sorry For Loving You,Vengeance,Not Sorry For Loving You | An EPIC: The Musical Animatic,Lampyrcy,894012,20633,897,3:04,2023-10-25,https://www.youtube.com/watch?v=mT1ylaARvyA
31,Not Sorry For Loving You,Vengeance,Not Sorry for Loving You | Epic the musical Animatic,Akira,8736,587,23,3:16,2025-01-13,https://www.youtube.com/watch?v=jvVw5vVvU0Y
31,Not Sorry For Loving You,Vengeance,Epic the musical - Not sorry for loving you (Animatic),Swearing gnome,5250,145,8,3:07,2024-12-21,https://www.youtube.com/watch?v=1Jgn-LlzYqQ
31,Not Sorry For Loving You,Vengeance,Not Sorry For Loving You - EPIC The Musical animatic,Paper Poetry,23680,1473,73,3:04,2024-11-01,https://www.youtube.com/watch?v=MNsk5iwTDRE
31,Not Sorry For Loving You,Vengeance,Not Sorry for Loving You || EPIC The Musical animatic,Seiren Nagamori,383,24,8,3:09,2025-03-23,https://www.youtube.com/watch?v=7p9E8r1-2Q4
31,Not Sorry For Loving You,Vengeance,Not Sorry For Loving You | An EPIC: The Musical Animatic,Harley Fie,1275,55,9,3:05,2024-11-12,https://www.youtube.com/watch?v=371Q9cQ3WHM
31,Not Sorry For Loving You,Vengeance,Not sorry for loving you | EPIC the Musical | full song animation,Malgosia Huminiak,4269,266,10,3:06,2024-11-07,https://www.youtube.com/watch?v=L8ByyTdTjKg
31,Not Sorry For Loving You,Vengeance,Not Sorry For Loving You [EPIC: The Musical | Full Animatic],Cassandra Silver,583,42,16,3:05,2024-11-04,https://www.youtube.com/watch?v=BdA5t3KPiJI
31,Not Sorry For Loving You,Vengeance,Not sorry for loving you/epic the musical/animatic,Avitski,4493,301,17,3:02,2024-10-31,https://www.youtube.com/watch?v=Sni75_ePXB8
31,Not Sorry For Loving You,Vengeance,Not Sorry for Loving You -- Epic Animatic,Magnitude101,1853,71,7,3:06,2024-11-30,https://www.youtube.com/watch?v=9j_G-5ly2P0
31,Not Sorry For Loving You,Vengeance,Not Sorry For Loving You [Epic: The Musical] Full Animatic,aiko137,2816,203,0,3:04,2025-06-20,https://www.youtube.com/watch?v=n4fT_JbTKyY
31,Not Sorry For Loving You,Vengeance,Not Sorry For Loving You - EPIC: The Musical {Animatic},Keeahhnah ,22589,1210,35,3:04,2025-07-10,https://www.youtube.com/watch?v=rD2L6tkk17k
31,Not Sorry For Loving You,Vengeance,(CLEAN) Not Sorry For Loving You | An EPIC (Vengeance Saga) Animatic - Updated Vocals,Lampyrcy,34415,2429,101,3:05,2024-11-03,https://www.youtube.com/watch?v=wyo6oCggkHg
31,Not Sorry For Loving You,Vengeance,Not Sorry For Loving You | EPIC THE MUSICAL | Full Animatic/Animation,NERDTROVERT,3055,208,33,3:30,2025-07-20,https://www.youtube.com/watch?v=hrjr1KiO_lQ
31,Not Sorry For Loving You,Vengeance,Not Sorry For Loving You || EPIC:The Musical (FULL ANIMATIC),caavey,10794,636,55,3:02,2024-11-01,https://www.youtube.com/watch?v=3WkQFzc5jX4
31,Not Sorry For Loving You,Vengeance,Not sorry for loving you | epic the musical animatic,Fortuna Azofe / Fluger,336,22,3,3:05,2025-06-05,https://www.youtube.com/watch?v=o8GAamjoTRs
31,Not Sorry For Loving You,Vengeance,Not Sorry For Loving You || EPIC: The Musical • Animatic,hellith,40729,0,105,3:09,2024-11-09,https://www.youtube.com/watch?v=kczjBvbTkSA
31,Not Sorry For Loving You,Vengeance,Not Sorry for Loving You | EPIC: The Musical Animatic,Amymation,105128,6778,195,3:06,2026-01-07,https://www.youtube.com/watch?v=Lfe9WnU1WVQ
32,Dangerous,Vengeance,Dangerous | EPIC: The Musical Animatic,Zieru,14997489,282436,5908,3:36,2024-12-01,https://www.youtube.com/watch?v=zJhJ5E1hK2A
32,Dangerous,Vengeance,Dangerous | EPIC: The Musical Animatic,Orange,1491893,68027,1503,3:37,2024-11-11,https://www.youtube.com/watch?v=W1voPFcG5Pc
32,Dangerous,Vengeance,DANGEROUS _EPIC: The musical / Animatic,Ximena Natzel,3464285,88978,2551,3:31,2024-11-06,https://www.youtube.com/watch?v=enyLVAd4_hA
32,Dangerous,Vengeance,DANGEROUS | EPIC: The Musical [Full Animatic] (The Vengeance Saga),BrittPowwPixel,230461,0,344,3:25,2024-12-11,https://www.youtube.com/watch?v=0IJsfKItXq0
32,Dangerous,Vengeance,Dangerous | Epic: The Musical - Full Animatic |,mikuchis,53187,6641,229,3:28,2024-11-30,https://www.youtube.com/watch?v=K1eOstWqIi4
32,Dangerous,Vengeance,Dangerous - EPIC: The Musical Animatic,Jester_u,138652,12962,319,3:25,2024-11-07,https://www.youtube.com/watch?v=Fh69xhuuZ4w
32,Dangerous,Vengeance,Dangerous - EPIC: The Musical [Full Animatic],Noir.Hyacinth,299901,14021,385,3:39,2024-12-02,https://www.youtube.com/watch?v=DIN2S94xsJg
32,Dangerous,Vengeance,Dangerous || EPIC: The Musical Animatic,LilyisPie ._.,13957,1566,144,3:36,2025-01-12,https://www.youtube.com/watch?v=PAq020WVkek
32,Dangerous,Vengeance,💖Dangerous💖//Epic the Musical Animatic,Ramen Noodles Studio,4482,544,59,3:32,2025-02-03,https://www.youtube.com/watch?v=0fI5l8SMd20
32,Dangerous,Vengeance,Dangerous - Epic: The Musical (Animatic),GhostLee,21805,3230,85,3:36,2024-11-08,https://www.youtube.com/watch?v=sqF7W0QrAxg
32,Dangerous,Vengeance,Dangerous | An EPIC: The Musical (Vengeance Saga) Animatic,Lampyrcy,221601,13564,303,3:29,2024-11-03,https://www.youtube.com/watch?v=EIT2VfCDlok
32,Dangerous,Vengeance,Dangerous | EPIC: The Musical Animatic,The Traveling Pen,2800,272,19,3:23,2024-11-28,https://www.youtube.com/watch?v=PZ_ybYFWhkY
32,Dangerous,Vengeance,DANGEROUS | EPIC: The musical Full animation,Dschanky ,5360,579,37,3:24,2024-11-16,https://www.youtube.com/watch?v=Rgz0Wzsbu9U
32,Dangerous,Vengeance,Dangerous || EPIC: The Musical Full Animatic,ShleepyVoid,8610,835,42,3:30,2024-11-21,https://www.youtube.com/watch?v=-ZrmTad1JAs
32,Dangerous,Vengeance,Dangerous  | Epic: The Musical | Vengance Saga,Lex,8087,0,22,3:27,2024-11-08,https://www.youtube.com/watch?v=8-37yAGtBlY
32,Dangerous,Vengeance,Dangerous || EPIC Animatic,Haiinya,1274,84,9,3:38,2024-11-09,https://www.youtube.com/watch?v=_pYLuABrEXA
32,Dangerous,Vengeance,DANGEROUS II EPIC THE MUSICAL animatic!,Junebug Draws,173,20,0,3:24,2024-12-16,https://www.youtube.com/watch?v=UqJN-CDqMYg
32,Dangerous,Vengeance,Dangerous | Epic the Musical Animatic,Skystep1,1350,133,12,3:24,2024-11-13,https://www.youtube.com/watch?v=yaktUyTotA8
32,Dangerous,Vengeance,Dangerous | Epic the musical animatic |TW: some flashes,Fortuna Azofe / Fluger,308,24,3,3:25,2024-11-20,https://www.youtube.com/watch?v=74rd5jNyu34
32,Dangerous,Vengeance,Dangerous - EPIC The Musical - Animatic,Marie Star Au,183,20,3,3:29,2025-01-08,https://www.youtube.com/watch?v=SdYQcZ-Ztkw
32,Dangerous,Vengeance,Dangerous [Epic The Musical] Animatic,Fovik,1313,149,15,3:37,2024-11-22,https://www.youtube.com/watch?v=GVY1_Fr6GDc
32,Dangerous,Vengeance,Dangerous :epic the Musical fan animation,Barbarbam,89,6,2,3:26,2025-07-08,https://www.youtube.com/watch?v=4ifDrZaj3LM
32,Dangerous,Vengeance,Dangerous | epic the musical | animatic,Count me IN 3,630,58,8,3:26,2024-12-24,https://www.youtube.com/watch?v=lpwY0PYxX28
32,Dangerous,Vengeance,Dangerous - Epic the Musical animation,Irunaki xd,90625,10349,573,3:31,2024-11-03,https://www.youtube.com/watch?v=shdVACqlJbI
32,Dangerous,Vengeance,DANGEROUS | Hermes [EPIC: The musical] FULL ANIMATIC [NEW],Scilla nimation,398369,25633,715,3:25,2024-11-03,https://www.youtube.com/watch?v=Aj-iZjcwZyw
32,Dangerous,Vengeance,Dangerous animatic!! THE FELLAS R IN ITHICA AS WE SPEAK RAAAHHHHHH,Tatania3070,5768,601,43,3:38,2024-12-22,https://www.youtube.com/watch?v=ra1nwScsPCU
33,Charybdis,Vengeance,[Epic The Musical] Charybdis [Animatic],VirusAP,1128663,38223,595,2:18,2024-12-16,https://www.youtube.com/watch?v=QnIE6eTPH_c
33,Charybdis,Vengeance,Charybdis || EPIC: The Musical Animatic,Rosarix,2467864,44291,617,2:15,2024-12-23,https://www.youtube.com/watch?v=PAmy8jhQUmA
33,Charybdis,Vengeance,Charybdis | EPIC: The Musical Animatic,Nuvi ♡,91185,3520,111,2:21,2024-12-21,https://www.youtube.com/watch?v=EKLNdVvMXZo
33,Charybdis,Vengeance,Charybdis || Epic the musical animatic,chaebony,51465,3922,76,2:14,2024-12-06,https://www.youtube.com/watch?v=-G_27y6_ESo
33,Charybdis,Vengeance,“Charybdis” - EPIC: The musical [Animatic],Franx,6485,0,42,2:26,2025-01-13,https://www.youtube.com/watch?v=MsVJcqn62qI
33,Charybdis,Vengeance,Charybdis // EPIC: The Musical / Animatic (4K SUBS SPECIAL),SharkieePuff !!,75603,5563,160,2:25,2024-11-28,https://www.youtube.com/watch?v=yB_QM_XrJlc
33,Charybdis,Vengeance,Charybdis | Epic: the musical animatic,Lemonpoet🍋,477547,15708,236,2:30,2024-11-06,https://www.youtube.com/watch?v=lUDSxhXTrUg
33,Charybdis,Vengeance,Charybdis | Animatic (Epic: The Musical),WafflesToACrisp,39413,2146,34,2:14,2024-11-10,https://www.youtube.com/watch?v=-PJiXJTKkiU
33,Charybdis,Vengeance,charybdis | epic the musical animatic,exsaltedd,28739,1228,43,2:14,2024-11-17,https://www.youtube.com/watch?v=M7TfHyA0Wn4
33,Charybdis,Vengeance,Charybdis || EPIC: The Musical Animatic (FLASH!),LilyisPie ._.,4788,514,49,2:20,2025-02-01,https://www.youtube.com/watch?v=gUo2AGOeIgE
33,Charybdis,Vengeance,EPIC - Charybdis Animatic,AliMar,9048,1074,64,2:22,2024-12-05,https://www.youtube.com/watch?v=e_6MV0REWwA
33,Charybdis,Vengeance,Charybdis - Animatic [EPIC: The Musical],Adamations Plus,14545,1241,56,2:15,2025-03-10,https://www.youtube.com/watch?v=_TBnDU92GNk
33,Charybdis,Vengeance,"EPIC: the Musical - ""Charybdis"" ANIMATIC",fromage,652,32,2,2:25,2024-12-27,https://www.youtube.com/watch?v=5439qDEsUcY
33,Charybdis,Vengeance,Charybdis - Epic the Musical animatic,papercrrane ,314,14,12,2:31,2025-02-04,https://www.youtube.com/watch?v=F0dFbzDzCRw
33,Charybdis,Vengeance,Charybdis [EPIC: The Musical] Animation,Memo,30597,1731,55,2:15,2024-11-09,https://www.youtube.com/watch?v=2GhEaUwFZbw
33,Charybdis,Vengeance,Charybdis | Epic: The Musical animatic,Star ,405,23,1,2:29,2025-01-08,https://www.youtube.com/watch?v=m-4ZGP9IX34
33,Charybdis,Vengeance,Charybdis animatic | EPIC: The Musical,Fish boy,248,25,5,2:16,2025-02-28,https://www.youtube.com/watch?v=JqnVSL5JxhI
33,Charybdis,Vengeance,Charybdis Animatic // EPIC: The Musical,Astralector,395,32,5,2:15,2024-12-21,https://www.youtube.com/watch?v=p5TOG2ubJVQ
34,Get in the Water,Vengeance,Get In The Water || EPIC: The Musical Animation,Laritamiauu,2100112,57356,1038,3:58,2024-12-17,https://www.youtube.com/watch?v=L6mKXsGq81I
34,Get in the Water,Vengeance,Get In The Water | EPIC: The Musical Animatic,Neal Illustrator,4955342,176919,6426,4:20,2025-02-05,https://www.youtube.com/watch?v=HoEjFMwsQ5M
34,Get in the Water,Vengeance,Get In The Water | EPIC: The musical Full Animatic,MessyMoonMess,589277,20390,838,3:52,2024-11-09,https://www.youtube.com/watch?v=JQewLSZX75Y
34,Get in the Water,Vengeance,GET IN THE WATER | Epic: The Musical Animatic | [FULL],Jojo Fraga,213619,21446,287,4:30,2025-04-01,https://www.youtube.com/watch?v=BVx7GQ8Oh0U
34,Get in the Water,Vengeance,Get in the Water || EPIC: The Musical Animation,MeiroRA,31039,4545,388,4:25,2025-04-08,https://www.youtube.com/watch?v=wxNFsI8-CLM
34,Get in the Water,Vengeance,《Get In The Water》EPIC: The musical Full Animatic #getinthewater,NiNE,67638,7041,584,3:58,2024-11-15,https://www.youtube.com/watch?v=BS26nAZtIR0
34,Get in the Water,Vengeance,Get in the Water [Epic the Musical],HAH Studios,91264,3680,170,3:43,2024-11-03,https://www.youtube.com/watch?v=YMFrNX_FIZQ
34,Get in the Water,Vengeance,Get In The Water//Epic: The musical full animatic,DGuira,3494,0,12,3:44,2024-11-09,https://www.youtube.com/watch?v=GTiU9LK4J-g
34,Get in the Water,Vengeance,Get In The Water: Full Animatic | Epic: the Musical,Natashiii,40064,2116,80,3:38,2024-11-03,https://www.youtube.com/watch?v=Fz0a99bOiwM
34,Get in the Water,Vengeance,GET IN THE WATER | EPIC: The Musical Animatic,Dschanky ,15436,1757,165,3:41,2024-11-06,https://www.youtube.com/watch?v=NRuB-LqhzUU
34,Get in the Water,Vengeance,🔱 Get in The Water // EPIC: the Musical Animatic,stuffedsand,3430,192,21,4:31,2025-01-01,https://www.youtube.com/watch?v=G3Vq8rrbPAk
34,Get in the Water,Vengeance,Get in the Water - Epic: the Musical Animatic,two cats in a trench coat,1794,144,10,3:46,2024-12-06,https://www.youtube.com/watch?v=OSMbZe0yipk
34,Get in the Water,Vengeance,Get in the Water | EPIC: The Musical Animation,FearlessSeal,16311,1226,53,3:47,2024-12-01,https://www.youtube.com/watch?v=aFfpLkn_LkE
34,Get in the Water,Vengeance,GET IN THE WATER || EPIC: the Musical || Full Animatic,Will Flores,3821,185,12,3:45,2025-01-29,https://www.youtube.com/watch?v=kIDatB0tQXk
34,Get in the Water,Vengeance,EPIC: The Musical- Get In The Water  (Animatic),Swearing gnome,1108,75,10,3:54,2025-04-23,https://www.youtube.com/watch?v=fTq07by8wEo
34,Get in the Water,Vengeance,Get In The Water: EPIC THE MUSICAL - [Animatic],Tikag8 Bedoya,547,22,5,3:55,2025-03-03,https://www.youtube.com/watch?v=MsmWxO56kHU
34,Get in the Water,Vengeance,GET IN THE WATER: An Epic Animatic,wendi_draws,466,0,2,4:23,2025-03-08,https://www.youtube.com/watch?v=NelF6SwPa2g
34,Get in the Water,Vengeance,Get in the water | epic the musical | animatic,Count me IN 3,380,15,0,3:45,2024-11-19,https://www.youtube.com/watch?v=yZMunjnenos
34,Get in the Water,Vengeance,Get In The Water | EPIC: The Musical Animatic,Mejillustrates,115429,5131,89,3:16,2024-11-06,https://www.youtube.com/watch?v=9lJEMxTShRo
34,Get in the Water,Vengeance,Get In The Water | Vengence Saga Animatic | EPIC The Musical,The Traveling Pen,934511,13306,281,7:50,2024-12-22,https://www.youtube.com/watch?v=OwlC758tulI
34,Get in the Water,Vengeance,Get In The Water | Epic: The Musical - animatic,WafflesToACrisp,42952,3010,75,3:39,2024-12-26,https://www.youtube.com/watch?v=lvuRZugOhYI
34,Get in the Water,Vengeance,Get In The Water EPIC: The Musical Animatic Battle | FULL Song,Studio Alicorn,19640,1690,118,3:56,2025-07-24,https://www.youtube.com/watch?v=Too9_DR3et0
34,Get in the Water,Vengeance,GET IN THE WATER | EPIC: THE MUSICAL ANIMATIC,BrittPowwPixel,140343,7469,324,3:41,2025-10-01,https://www.youtube.com/watch?v=GQkQYZwysK8
34/35,Get in the Water/SIx Hundred Strike,Vengeance,Six Hundred Strike (+Get In The Water) | EPIC: The Musical Animatic,Mejillustrates,58549,3718,111,4:28,2024-11-30,https://www.youtube.com/watch?v=HCSsgkoPMAU
35,Six Hundred Strike,Vengeance,Six Hundred Strike [EPIC: The Musical] Full Animatic,Duvetbox,8445096,0,7202,3:32,2024-11-09,https://www.youtube.com/watch?v=zov6NXIAuow
35,Six Hundred Strike,Vengeance,600 STRIKE | Epic: The Musical Animatic | [FULL],Jojo Fraga,43775,5022,143,3:44,2025-04-02,https://www.youtube.com/watch?v=vN6lyfPqDHQ
35,Six Hundred Strike,Vengeance,Six Hundred Strike - Epic the Musical Full Color Animation by Gwendy | NS2D Studios,NS2D Studios,448536,21708,762,3:40,2024-11-20,https://www.youtube.com/watch?v=QlSFUmKsHpA
35,Six Hundred Strike,Vengeance,SIX HUNDRED STRIKE | EPIC The Musical | ANIMATIC,virtue,108817,8851,260,4:38,2024-11-27,https://www.youtube.com/watch?v=c6eGzmGq0g8
35,Six Hundred Strike,Vengeance,600 STRIKE | EPIC: The Musical [Full Animatic] The Vengeance Saga,BrittPowwPixel,427713,0,624,3:32,2024-11-17,https://www.youtube.com/watch?v=O97kxph2ZSI
35,Six Hundred Strike,Vengeance,600 Strike || Epic : The Musical (Animatic) (Vengeance Saga),Camalemsy,735337,38337,1375,3:32,2024-11-04,https://www.youtube.com/watch?v=PVJk3BdwebQ
35,Six Hundred Strike,Vengeance,Six Hundred Strike | EPIC THE MUSICAL animatic,Ayrinkk,77524,7643,130,3:33,2024-11-07,https://www.youtube.com/watch?v=VyhNsCph-Sw
35,Six Hundred Strike,Vengeance,Six Hundred Strike - EPIC: The Musical [Full Animatic],Noir.Hyacinth,106160,7818,429,3:33,2024-11-09,https://www.youtube.com/watch?v=v90ZlyP8YIk
35,Six Hundred Strike,Vengeance,Six Hundred Strike - EPIC: The Musical (Animatic),TheeArteest,134615,9306,367,3:27,2024-11-06,https://www.youtube.com/watch?v=joF5iOdAX1Q
35,Six Hundred Strike,Ithaca,600 STRIKE | EPIC: The Musical Animatic,Teno,15712,1430,55,3:31,2024-11-13,https://www.youtube.com/watch?v=ZSehIwk7_w4
35,Six Hundred Strike,Ithaca,Six Hundred Strike - An Epic the Musical Animatic,Exesaturated,32285,1778,69,3:30,2024-11-10,https://www.youtube.com/watch?v=y-PJEqDkBUM
35,Six Hundred Strike,Ithaca,Six Hundred Strike | EPIC: the musical animatic,vimasa,60367,3890,129,3:35,2024-11-06,https://www.youtube.com/watch?v=7EK-XWpq38k
35,Six Hundred Strike,Ithaca,600 Strike EPIC Animatic,SpudSage,83,2,0,3:34,2025-03-15,https://www.youtube.com/watch?v=wL2VY5d2qmY
35,Six Hundred Strike,Ithaca,Six Hundred Strike || EPIC: The Musical Animation,Laritamiauu,654665,36166,1961,3:56,2025-05-30,https://www.youtube.com/watch?v=8LU90aX65r8
35,Six Hundred Strike,Ithaca,Six Hundred Strike | EPIC : The musical Vengeance Saga animatic,Lytcadrahc,1752,69,12,3:32,2025-05-30,https://www.youtube.com/watch?v=vqbk7iGZk6k
35,Six Hundred Strike,Ithaca,600 hundred strikes | epic the musical | animatic,Count me IN 3,1038,56,11,3:34,2024-12-10,https://www.youtube.com/watch?v=7ncamOOabD4
35,Six Hundred Strike,Ithaca,Six hundred strike // Epic the musical animatic // Slight FW & G0re(?),Mystical Love,3856,343,27,3:34,2024-11-21,https://www.youtube.com/watch?v=W8cNSOubVD0
35,Six Hundred Strike,Ithaca,Six Hundred Strike // EPIC: The Musical - FULL animatic (Vengeance Saga),SharkieePuff !!,74845,6378,213,3:32,2024-11-13,https://www.youtube.com/watch?v=bYd2-v7x-EM
35,Six Hundred Strike,Ithaca,Six Hundred Strike | Epic the musical animation,scrvbZ,6014,588,63,3:32,2025-06-14,https://www.youtube.com/watch?v=y459X7Pua-U
35,Six Hundred Strike,Ithaca,600 Strike | EPIC: The Musical Animatic,Neal Illustrator,1242214,122440,6250,7:00,2025-11-21,https://www.youtube.com/watch?v=W2Zzs2Z9EUI
35,Six Hundred Strike,Ithaca,600 Strike - Epic: The Musical (Animatic),Some Eejit,8340,1041,107,3:36,2025-12-31,https://www.youtube.com/watch?v=sEDikSaA_rc
36,The Challenege,Ithaca,The Challenge _ EPIC: The Musical/Animatic,Ximena Natzel,5664259,102036,2013,3:28,2025-01-02,https://www.youtube.com/watch?v=f_LFUgrGJv4
36,The Challenege,Ithaca,The Challenge | [EPIC: The Musical] animatic,Stella Luna,505063,33309,595,3:22,2025-02-01,https://www.youtube.com/watch?v=On35f_PYnGE
36,The Challenege,Ithaca,"""The Challenge"" FULL Animation by Gwendy [ EPIC the Musical ]",NS2D Studios,3571299,113249,1303,3:28,2025-01-20,https://www.youtube.com/watch?v=03JwuES7LaA
36,The Challenege,Ithaca,The Challenge | EPIC The Musical | Animatic,AnniFlamma,1487203,54852,1820,3:35,2025-03-18,https://www.youtube.com/watch?v=d3OS3QCfq30
36,The Challenege,Ithaca,THE CHALLENGE | EPIC: THE MUSICAL (ANIMATIC) The Ithaca Saga,BrittPowwPixel,1855396,39337,744,3:24,2025-01-01,https://www.youtube.com/watch?v=Ke3Igp5CbQQ
36,The Challenege,Ithaca,The Challenge [EPIC: The Musical] - FULL Animatic,SharkieePuff !!,675337,35693,416,3:30,2024-12-28,https://www.youtube.com/watch?v=U-6a5opyAzs
36,The Challenege,Ithaca,The Challenge (EPIC: The Musical Animatic),MaevetheFae,581029,18889,303,3:30,2025-01-11,https://www.youtube.com/watch?v=V30i9aEFeuA
36,The Challenege,Ithaca,The Challenge Animatic  || Epic: The Musical,ThanaPhobia,30310,2564,56,3:19,2025-03-23,https://www.youtube.com/watch?v=2_03MLQ_kpE
36,The Challenege,Ithaca,[Epic The Musical] The Challenge [Animatic],VirusAP,1848175,64973,1552,3:25,2025-01-01,https://www.youtube.com/watch?v=ZHyxvEYKdsw
36,The Challenege,Ithaca,The Challenge | Epic: the musical Animatic,mayako,316903,18165,358,3:22,2024-12-25,https://www.youtube.com/watch?v=jggKHwlzY38
36,The Challenege,Ithaca,The Challenge [EPIC the Musical Animatic],Chryseiym,104509,7387,80,3:23,2024-12-29,https://www.youtube.com/watch?v=eHnQq4MS5MY
36,The Challenege,Ithaca,The Challenge - EPIC: The Musical [Full Animatic],Noir.Hyacinth,188395,9123,230,3:28,2024-12-28,https://www.youtube.com/watch?v=RD4F2QYkTQk
36,The Challenege,Ithaca,The Challenge | Epic: The Musical Animation,Arven,36550,3706,100,3:20,2025-03-23,https://www.youtube.com/watch?v=FJRT-iU6BFs
36,The Challenege,Ithaca,The Challenge | EPIC The Musical Animatic,The Traveling Pen,57497,6420,117,3:21,2024-12-26,https://www.youtube.com/watch?v=funkO6M7rFo
36,The Challenege,Ithaca,The challenge full animatic (I’m in love with Penelope),Tatania3070,24149,1811,183,3:36,2024-12-31,https://www.youtube.com/watch?v=3525fjZ3WR0
36,The Challenege,Ithaca,The Challenge [EPIC the Musical],HAH Studios,8301,499,48,3:27,2025-05-17,https://www.youtube.com/watch?v=Zvr2mM1BcWI
36,The Challenege,Ithaca,The Challenge | An EPIC: The Musical (Ithaca Saga) Animatic,Lampyrcy,232285,15317,468,3:27,2024-12-25,https://www.youtube.com/watch?v=IY8GCBAyRxc
36,The Challenege,Ithaca,The Challenge l EPIC: The Musical Animatic,DrawRoMoon,13760,1489,90,3:23,2024-12-25,https://www.youtube.com/watch?v=HDf1bqpfD9M
36,The Challenege,Ithaca,The Challenge | EPIC: The Ithaca Saga Animatic,The Art of Leah,1573,111,9,3:23,2025-01-24,https://www.youtube.com/watch?v=vPbDf5qRatY
36,The Challenege,Ithaca,The Challenge II EPIC: The Musical Animatic II,Shibias ,18569,1403,37,3:16,2024-12-26,https://www.youtube.com/watch?v=9hf3PJTdMnY
36,The Challenege,Ithaca,The Challenge - epic the musical animatic,vloo,542,42,11,3:26,2025-01-29,https://www.youtube.com/watch?v=x1tQMMl2wAI
36,The Challenege,Ithaca,The Challenge | EPIC: The Musical ANIMATIC,Loof ☆,776,84,11,3:23,2025-04-07,https://www.youtube.com/watch?v=jXcnAVkau7g
36,The Challenege,Ithaca,The Challenge || Epic the Musical ANIMATIC,songbird28,2152,0,20,3:22,2024-12-28,https://www.youtube.com/watch?v=SUqZOfUoH8o
36,The Challenege,Ithaca,The Challenge | Epic the musical animatic,Sonic_the_artist,4193,337,16,3:18,2025-01-12,https://www.youtube.com/watch?v=dnXvLWDJU0U
36,The Challenege,Ithaca,The Challenge || Epic The Musical Animatic,RainbowWatermelons,4162,372,31,3:19,2025-01-01,https://www.youtube.com/watch?v=rA3v-wyxb48
36,The Challenege,Ithaca,“The Challenge” - EPIC the Musical (Animatic),marss ,5384,439,19,3:21,2024-12-30,https://www.youtube.com/watch?v=Sx9ul_kjwCs
36,The Challenege,Ithaca,The Challenge | EPIC the musical full animatic,ShleepyVoid,10056,742,39,3:20,2024-12-26,https://www.youtube.com/watch?v=3PhwicDI2wY
36,The Challenege,Ithaca,THE CHALLENGE - EPIC: The Musical [Animatic],OrangeBeachSide,2731,298,23,3:22,2025-01-20,https://www.youtube.com/watch?v=YllneZtdO_A
36,The Challenege,Ithaca,The Challenge - Epic! animatic,wdino,1557,202,31,3:20,2024-12-31,https://www.youtube.com/watch?v=M8FWy8wvOTQ
36,The Challenege,Ithaca,The Challenge - An Epic The Musical FULL ANIMATIC,🌸 Arty or Harriet :3 🌸,3188,239,32,3:27,2024-12-27,https://www.youtube.com/watch?v=37TIOch5_Ig
36,The Challenege,Ithaca,Epic the Musical | The Challenge Animatic *ੈ✩‧₊˚,MisoMinute,4393,305,21,3:40,2025-01-01,https://www.youtube.com/watch?v=8sfnJVRo43M
36,The Challenege,Ithaca,The Challenge | Epic the Musical Animatic,RunicDreamer,479,33,5,3:27,2024-12-29,https://www.youtube.com/watch?v=J7_BxmWpbQo
36,The Challenege,Ithaca,THE CHALLENGE  |  EPIC: The Musical. The Ithaca Saga [Animatic],Sol & Waddle,1479,140,15,3:42,2025-02-07,https://www.youtube.com/watch?v=gsoWeYXp9uk
36,The Challenege,Ithaca,The challenge- EPIC the musical animatic,T0fuVika,1611,67,9,3:20,2025-03-03,https://www.youtube.com/watch?v=Fg78HH3B6jA
36,The Challenege,Ithaca,The Challenge - an EPIC: The Musical fan animatic,Creativitea,999,0,6,3:26,2025-04-11,https://www.youtube.com/watch?v=PpEGgv-q6N4
36,The Challenege,Ithaca,The Challenge _ EPIC: THE MUSICAL ANIMATIC,Ollie's Corner,215,30,6,3:26,2025-01-19,https://www.youtube.com/watch?v=WEeXrLeiUcQ
36,The Challenege,Ithaca,[Epic: The Musical] The Challenge | Animatic,chamomil3,1281,141,19,3:20,2025-03-24,https://www.youtube.com/watch?v=nisDDgJUTQM
36,The Challenege,Ithaca,Penelope | The Challenge | EPIC: The Musical ANIMATIC I,Harley Fie,3081,172,18,3:23,2025-01-06,https://www.youtube.com/watch?v=EyYNd1Kj-iU
36,The Challenege,Ithaca,The Challenge [ EPIC: The Musical ] Animatic,Space Gecko,207,20,0,3:23,2025-01-08,https://www.youtube.com/watch?v=hDkGyeLkz9Y
36,The Challenege,Ithaca,The Challenge | Epic the musical animatic,Fortuna Azofe / Fluger,296,23,5,3:19,2024-12-28,https://www.youtube.com/watch?v=Q057CeF7XVs
36,The Challenege,Ithaca,The Challenge (Epic the Musical Animatic),choco banane,280,24,3,3:23,2025-02-20,https://www.youtube.com/watch?v=Vg1nNOw4sIk
36,The Challenege,Ithaca,The Challenge// Animatic// First full Animation// Epic Saga//,Zemo The Demon ,1016,39,4,3:19,2025-01-08,https://www.youtube.com/watch?v=sDaLoHs7Zkc
36,The Challenege,Ithaca,The challenge | epic the musical animatic,Fortuna Azofe / Fluger,1401,36,4,3:20,2024-01-25,https://www.youtube.com/watch?v=qUhbXbanzXs
36,The Challenege,Ithaca,THE CHALLENGE // Epic: The Musical Full Animatic,DGuira,4259,0,8,3:21,2025-01-05,https://www.youtube.com/watch?v=J5gQJPzzt3w
36,The Challenege,Ithaca,💜The Challenge - An Epic: the Musical Animatic💜,Bella Reads,147,17,0,3:25,2025-01-21,https://www.youtube.com/watch?v=IYHbBYzRzv4
